,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
7628,VivaVideo - Video Editor & Photo Movie,VIDEO_PLAYERS,4.6,9879473,40.0,"100,000,000+",Free,0.0,Teen,Video Players & Editors,"August 4, 2018",7.2.1,4.1 and up
7629,Tennis Livescore Widget,SPORTS,4.1,361,2.2,"50,000+",Free,0.0,Everyone,Sports,"October 13, 2016",1.0,2.3 and up
7630,Meet – Talk to Strangers Using Random Video Chat,SOCIAL,4.6,60562,15.0,"5,000,000+",Free,0.0,Mature 17+,Social,"August 6, 2018",1.3.2,4.3 and up
7631,N Launcher - Nougat 7.0,PERSONALIZATION,4.4,32597,8.4,"1,000,000+",Free,0.0,Everyone,Personalization,"May 24, 2018",1.5.2,4.1 and up
7632,Guns'n'Glory,FAMILY,4.4,89947,22.0,"5,000,000+",Free,0.0,Everyone 10+,Strategy,"February 9, 2018",1.8.2,4.0 and up
7634,"CR Fans: Mazos, Clanes y Grupos",FAMILY,4.3,219,4.3,"5,000+",Free,0.0,Everyone,Entertainment,"December 21, 2017",1.0.7,2.3 and up
7638,OFF-ROAD SIMULATOR 4x4 : REAL,FAMILY,4.2,109,25.0,"10,000+",Free,0.0,Everyone,Simulation,"April 15, 2017",1.4,2.3 and up
7639,CL Mobile - Classifieds for Craigslist,SHOPPING,4.4,27275,8.3,"1,000,000+",Free,0.0,Teen,Shopping,"July 30, 2018",27500000,4.1 and up
7640,Flowers Live Wallpaper,PERSONALIZATION,4.1,118459,3.3,"10,000,000+",Free,0.0,Everyone,Personalization,"October 27, 2017",4.0,4.1 and up
7643,Offroad Pickup Truck R,FAMILY,4.4,6367,96.0,"1,000,000+",Free,0.0,Everyone,Simulation,"July 14, 2017",1.4,2.3 and up
7644,"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,4.5,8800,24.0,"1,000,000+",Free,0.0,Everyone,Events,"July 17, 2018",11.1.1,5.0 and up
7646,MDLIVE: Talk to a Doctor 24/7,MEDICAL,3.4,650,27.0,"100,000+",Free,0.0,Everyone,Medical,"July 23, 2018",4.23.0,4.4 and up
7647,ChefTap Recipes & Grocery List,FOOD_AND_DRINK,4.5,9066,15.0,"500,000+",Free,0.0,Everyone,Food & Drink,"April 25, 2018",4.0.0.427,5.1 and up
7648,CV Maker Pro,BUSINESS,3.7,113,8.6,"10,000+",Free,0.0,Everyone,Business,"June 9, 2018",3.4.3,4.1 and up
7650,R Language Reference Guide,BOOKS_AND_REFERENCE,3.9,54,2.8,"10,000+",Free,0.0,Everyone,Books & Reference,"December 24, 2017",1.11,4.0 and up
7652,"Pretty Makeup, Beauty Photo Editor & Snappy Camera",PHOTOGRAPHY,4.5,26361,29.0,"5,000,000+",Free,0.0,Everyone,Photography,"July 25, 2018",5.3,4.1 and up
7653,FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT,DATING,4.8,84,4.5,"1,000+",Free,0.0,Mature 17+,Dating,"July 6, 2018",8.2,4.0.3 and up
7654,Baby Monitor AV,COMMUNICATION,3.3,1434,9.5,"100,000+",Free,0.0,Everyone,Communication,"March 6, 2014",1.2.5,2.3 and up
7657,swissinfo.ch,NEWS_AND_MAGAZINES,3.9,271,9.6,"50,000+",Free,0.0,Everyone 10+,News & Magazines,"July 18, 2018",3.3.0,4.4 and up
7658,Fortune Quest: Savior,FAMILY,3.6,135,75.0,"10,000+",Free,0.0,Everyone 10+,Role Playing,"June 1, 2018",1.022,4.4 and up
7661,JuiceNet - Smart EV Charging,MAPS_AND_NAVIGATION,3.5,106,24.0,"5,000+",Free,0.0,Everyone,Maps & Navigation,"July 9, 2018",2.1.223,4.0 and up
7662,BNCR Token Celular,FINANCE,3.7,913,0.068359375,"100,000+",Free,0.0,Everyone,Finance,"July 20, 2012",1.0,1.5 and up
7664,Florida Today,NEWS_AND_MAGAZINES,3.3,202,38.0,"10,000+",Free,0.0,Everyone 10+,News & Magazines,"June 20, 2018",5.9.5,5.0 and up
7666,Google Assistant Go,TOOLS,3.7,315,4.6,"500,000+",Free,0.0,Everyone,Tools,"July 27, 2018",1.8.203182757.armeabi-v7a.release,8.0 and up
7667,System Update Free,TOOLS,4.3,3068,6.0,"100,000+",Free,0.0,Everyone,Tools,"July 20, 2018",11.1,4.0 and up
7669,GO Launcher EX UI5.0 theme,PERSONALIZATION,4.3,111634,13.0,"5,000,000+",Free,0.0,Everyone,Personalization,"May 26, 2014",2.08,2.0 and up
7670,Sport Car Simulator,FAMILY,4.0,48731,68.0,"5,000,000+",Free,0.0,Everyone,Simulation,"April 19, 2018",4.0.5,4.1 and up
7672,AppLock - Fingerprint Unlock,TOOLS,4.5,112482,2.1,"5,000,000+",Free,0.0,Everyone,Tools,"July 10, 2018",1.0.5,4.0 and up
7673,Schulman B.V.,SHOPPING,4.0,6,20.0,100+,Free,0.0,Everyone,Shopping,"September 14, 2016",1.0,4.1 and up
7674,ELMO EV Charging,MAPS_AND_NAVIGATION,3.4,14,6.2,"1,000+",Free,0.0,Everyone,Maps & Navigation,"January 25, 2018",2.1.05,4.0.3 and up
7675,Weather forecast,WEATHER,4.8,159455,10.0,"1,000,000+",Free,0.0,Everyone,Weather,"May 8, 2018",1.11.93,4.4 and up
7676,Dermatology Atlas (Colored & Illustrative),MEDICAL,5.0,3,20.0,100+,Free,0.0,Everyone,Medical,"July 19, 2018",1.0,4.1 and up
7680,ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2.7,"10,000,000+",Free,0.0,Everyone,Communication,"March 5, 2017",196,2.1 and up
7681,Trimble Ag Mobile,PRODUCTIVITY,4.1,85,44.0,"10,000+",Free,0.0,Everyone,Productivity,"August 2, 2018",2.7.8,4.1 and up
7682,Zlax.io Zombs Luv Ax,GAME,4.6,6344,32.0,"500,000+",Free,0.0,Everyone,Action,"April 4, 2018",1.7,4.1 and up
7683,Board Game Stats: Play tracking for tabletop games,LIFESTYLE,4.6,275,3.9,"5,000+",Paid,2.99,Everyone,Lifestyle,"July 17, 2018",2.8.3,4.1 and up
7684,DM Me - Chat,SOCIAL,2.9,90,30.0,"10,000+",Free,0.0,Mature 17+,Social,"July 9, 2018",1.0,4.0.3 and up
7685,World of Warriors: Duel,GAME,4.3,25952,36.0,"500,000+",Free,0.0,Everyone 10+,Action,"September 7, 2015",1.1.2,2.3 and up
7686,"Candy selfie - photo editor, live filter camera",PHOTOGRAPHY,4.4,53421,26.0,"10,000,000+",Free,0.0,Everyone,Photography,"August 6, 2018",2.74.685,4.0.3 and up
7688,DC N COMPANY ENTERTAINMENT RADIO!,FAMILY,5.0,22,2.2,100+,Free,0.0,Mature 17+,Entertainment,"November 2, 2017",1.4,4.4 and up
7690,"BigOven Recipes, Meal Planner, Grocery List & More",FOOD_AND_DRINK,4.3,31986,76.0,"1,000,000+",Free,0.0,Teen,Food & Drink,"November 23, 2017",5.7.23,5.0 and up
7691,McDelivery Cyprus,FOOD_AND_DRINK,3.3,60,25.0,"10,000+",Free,0.0,Everyone,Food & Drink,"May 14, 2018",3.1.46 (CY02),4.3 and up
7693,Redfin Real Estate,HOUSE_AND_HOME,4.6,36857,19.0,"1,000,000+",Free,0.0,Everyone,House & Home,"July 25, 2018",220.0,5.0 and up
7695,Power Rangers: Legacy Wars,GAME,4.3,264755,91.0,"10,000,000+",Free,0.0,Teen,Action,"July 17, 2018",2.2.1,4.0 and up
7697,Trinomial Factoring Wizard,TOOLS,4.0,22,0.080078125,"1,000+",Paid,0.99,Everyone,Tools,"October 10, 2014",2.4,2.3 and up
7701,Lezhin Comics - Daily Releases,COMICS,3.0,28447,15.0,"1,000,000+",Free,0.0,Teen,Comics,"July 31, 2018",Varies with device,Varies with device
7702,B-Messenger Video Chat,SOCIAL,4.1,12495,19.0,"1,000,000+",Free,0.0,Mature 17+,Social,"August 19, 2017",7.1.1,2.3 and up
7703,DB Browser,TOOLS,3.3,236,0.2158203125,"50,000+",Free,0.0,Everyone,Tools,"September 20, 2011",1.6,2.1 and up
7707,NBA JAM by EA SPORTS™,FAMILY,4.3,56444,43.0,"500,000+",Paid,4.99,Everyone,Sports;Action & Adventure,"February 8, 2017",04.00.40,2.3 and up
7709,Be U Salons Hair-Beauty Deals In Delhi & Bangalore,LIFESTYLE,4.0,889,16.0,"100,000+",Free,0.0,Everyone,Lifestyle,"August 2, 2018",1.1.4.38,4.2 and up
7711,Cx File Explorer,TOOLS,4.7,175,4.3,"10,000+",Free,0.0,Everyone,Tools,"July 28, 2018",1.0.7,5.0 and up
7712,Tap The Easter Egg!,FAMILY,3.2,111,3.3,"5,000+",Free,0.0,Everyone,Casual,"March 18, 2016",1.7,2.3 and up
7713,Bridge Constructor Playground FREE,FAMILY,3.9,137377,30.0,"5,000,000+",Free,0.0,Everyone,Simulation,"April 12, 2017",2.2,4.0.3 and up
7714,Gems or jewels ?,GAME,4.7,171448,13.0,"10,000,000+",Free,0.0,Teen,Puzzle,"August 3, 2018",1.0.109,4.0 and up
7716,Kromium BW Theme for NEXT,PERSONALIZATION,4.3,1098,18.0,"50,000+",Free,0.0,Everyone,Personalization,"October 11, 2014",1.0.1,3.0 and up
7717,Quake & Volcanoes: 3D Globe of Volcanic Eruptions,EVENTS,4.4,663,6.0,"100,000+",Free,0.0,Everyone,Events,"October 14, 2017",1.1.3,4.1 and up
7719,Travis CU,FINANCE,2.0,207,2.9,"10,000+",Free,0.0,Everyone,Finance,"February 16, 2018",1.0.0.9,4.4 and up
7720,Lyra Virtual Assistant,PRODUCTIVITY,4.5,41624,3.4,"1,000,000+",Free,0.0,Everyone,Productivity,"May 24, 2018",1.2.4,4.0.3 and up
7722,Roman Clock AW-7,TOOLS,4.4,52,3.0,"5,000+",Free,0.0,Everyone,Tools,"March 17, 2018",2.0,4.3 and up
7723,EB Mobile,FAMILY,1.7,1172,5.6,"10,000+",Free,0.0,Everyone,Education,"October 9, 2017",1.1.2,4.1 and up
7724,Health and Nutrition Guide,HEALTH_AND_FITNESS,4.3,7895,3.3,"500,000+",Free,0.0,Everyone,Health & Fitness,"July 15, 2018",3.3,4.0 and up
7726,Best DP And Video Status 2018 For Whatsapp,FAMILY,4.2,91,3.8,"10,000+",Free,0.0,Everyone,Entertainment,"May 31, 2018",9.0,4.1 and up
7731,IV Calc CP Calculator Toolkit,TOOLS,4.2,242,3.2,"10,000+",Free,0.0,Everyone,Tools,"October 6, 2016",1.3,4.2 and up
7732,Dine In CT - Food Delivery,SHOPPING,5.0,4,1.6,"1,000+",Free,0.0,Everyone,Shopping,"May 16, 2016",1.3,4.0 and up
7733,CX-17WIFI,FAMILY,4.3,49,6.6,"10,000+",Free,0.0,Everyone,Entertainment,"March 21, 2018",2.3,4.3 and up
7736,AB Mobile App,HEALTH_AND_FITNESS,3.4,2105,8.2,"100,000+",Free,0.0,Everyone,Health & Fitness,"August 21, 2017",2.1.0,4.0.3 and up
7737,Files Go by Google: Free up space on your phone,TOOLS,4.6,315585,8.5,"10,000,000+",Free,0.0,Everyone,Tools,"July 18, 2018",1.0.204375696,5.0 and up
7738,Camera V7 24 Megapixel,PHOTOGRAPHY,4.0,2480,2.5,"100,000+",Free,0.0,Everyone,Photography,"August 1, 2018",4.0,4.1 and up
7739,Lords Mobile: Battle of the Empires - Strategy RPG,GAME,4.4,3057481,14.0,"50,000,000+",Free,0.0,Teen,Strategy,"July 26, 2018",1.76,2.3 and up
7740,DMV Permit Practice Test 2018 Edition,AUTO_AND_VEHICLES,4.9,6090,27.0,"100,000+",Free,0.0,Everyone,Auto & Vehicles,"July 3, 2018",1.7,4.2 and up
7741,Crossy Road,GAME,4.5,4230886,60.0,"100,000,000+",Free,0.0,Everyone,Action,"August 1, 2018",3.1.0,5.0 and up
7743,New Ringtones 2018,LIBRARIES_AND_DEMO,4.1,3781,36.0,"1,000,000+",Free,0.0,Everyone,Libraries & Demo,"April 15, 2018",1.8,4.0 and up
7745,Expert C Programming - Learn C Coding Easily,FAMILY,4.4,77,6.9,"5,000+",Free,0.0,Everyone,Education,"January 5, 2018",1.1.9,5.0 and up
7747,RetroArch,GAME,3.8,21423,84.0,"1,000,000+",Free,0.0,Everyone,Action,"May 4, 2018",1.7.3,2.3 and up
7749,X-ray scanner simulator,FAMILY,2.7,1616,3.0,"500,000+",Free,0.0,Everyone,Casual,"January 8, 2017",7.0,2.1 and up
7750,BD Hospital's,FAMILY,4.7,12,2.3,100+,Free,0.0,Everyone,Education,"October 7, 2015",1.1,3.0 and up
7751,R-net for Android,PRODUCTIVITY,3.3,48,0.056640625,"5,000+",Free,0.0,Everyone,Productivity,"August 7, 2013",1.0,3.1 and up
7752,IV Go（get IV for Pokemon）,GAME,4.6,132282,20.0,"1,000,000+",Free,0.0,Everyone,Adventure,"July 31, 2018",15.0,4.1 and up
7753,Galaxies of Hope,MEDICAL,5.0,2,24.0,50+,Free,0.0,Everyone,Medical,"July 27, 2018",1.0,4.1 and up
7754,"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,4.7,12089,27.0,"500,000+",Free,0.0,Everyone,Personalization,"July 3, 2018",1.2.5,4.0 and up
7756,Flight Simulator: Fly Plane 3D,FAMILY,4.0,660613,21.0,"50,000,000+",Free,0.0,Everyone,Simulation,"March 1, 2017",1.32,2.3 and up
7758,uCiC- Videos and Photos on demand,SOCIAL,4.0,2052,7.0,"100,000+",Free,0.0,Teen,Social,"September 27, 2017",2.16,4.4 and up
7760,Long Realty AZ Home Search,LIFESTYLE,4.4,132,33.0,"10,000+",Free,0.0,Everyone,Lifestyle,"March 6, 2018",5.805.180306,4.1 and up
7761,Myanmar 2D/3D,BUSINESS,4.6,822,3.1,"100,000+",Free,0.0,Everyone,Business,"June 8, 2018",1.5,4.0.3 and up
7763,TorrDroid - Torrent Downloader,TOOLS,4.7,59632,10.0,"1,000,000+",Free,0.0,Everyone,Tools,"April 3, 2018",1.5.2,4.1 and up
7764,AP ENPS Mobile,PRODUCTIVITY,4.1,22,0.5322265625,"5,000+",Free,0.0,Everyone,Productivity,"March 8, 2016",8.0.0130,4.4 and up
7765,FP Runner,GAME,3.7,38,29.0,"1,000+",Free,0.0,Everyone,Arcade,"June 29, 2016",1.12,3.1 and up
7766,English To Shona Dictionary,BOOKS_AND_REFERENCE,4.6,60,3.7,"10,000+",Free,0.0,Everyone,Books & Reference,"July 10, 2016",1.4,3.0 and up
7767,EZ TV Player,VIDEO_PLAYERS,3.5,51,11.0,"10,000+",Free,0.0,Everyone,Video Players & Editors,"June 26, 2018",8.0.9,5.0 and up
7768,لعبة تقدر تربح DZ,FAMILY,4.2,238,6.8,"10,000+",Free,0.0,Everyone,Education,"November 18, 2016",6.0.0.0,4.1 and up
7769,50000 Free eBooks & Free AudioBooks,BOOKS_AND_REFERENCE,4.1,52312,11.0,"5,000,000+",Free,0.0,Teen,Books & Reference,"May 19, 2018",5.3.4,4.4 and up
7770,Al-Quran Ahmad Saud Offline,FAMILY,4.7,7116,40.0,"100,000+",Free,0.0,Everyone,Education,"August 9, 2016",1.0,2.3.3 and up
7771,Tencent Video - Supporting the whole network,VIDEO_PLAYERS,3.5,13205,44.0,"1,000,000+",Free,0.0,Teen,Video Players & Editors,"July 31, 2018",6.2.2.17136,3.0 and up
7773,Weaphones™ Gun Sim Free Vol 1,FAMILY,4.3,598975,39.0,"10,000,000+",Free,0.0,Everyone,Simulation,"January 17, 2018",2.4.0,4.0 and up
7774,Fast Motorcycle Driver 2016,GAME,4.2,28151,49.0,"1,000,000+",Free,0.0,Everyone 10+,Racing,"December 25, 2016",1.2,2.3.3 and up
7776,San Andreas Crime Stories,GAME,4.0,162530,97.0,"10,000,000+",Free,0.0,Mature 17+,Racing,"July 2, 2018",1.0.0.0,4.1 and up
7777,KISW 99.9 FM SEATTLE,FAMILY,4.0,1469,5.2,"100,000+",Free,0.0,Everyone,Entertainment,"January 29, 2018",2.1.10,2.3.3 and up
7778,Free english course,EDUCATION,4.7,142632,6.9,"5,000,000+",Free,0.0,Everyone,Education,"July 12, 2018",2.8,4.1 and up
7780,Preschool All-In-One,FAMILY,4.1,9019,44.0,"1,000,000+",Free,0.0,Everyone,Casual;Education,"March 28, 2018",6.6,4.0 and up
7784,Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,13.0,"10,000,000+",Free,0.0,Mature 17+,Communication,"July 25, 2018",8.1.2-6310,5.0 and up
7785,Builder Craft: House Building & Exploration,FAMILY,4.2,20807,52.0,"1,000,000+",Free,0.0,Everyone 10+,Simulation,"August 2, 2017",1.3,4.1 and up
7786,What's Up,LIFESTYLE,4.1,23453,10.0,"1,000,000+",Free,0.0,Everyone,Lifestyle,"October 26, 2017",2.0,4.0 and up
7788,DX Alert,TOOLS,4.1,27,2.5,"1,000+",Free,0.0,Everyone,Tools,"April 28, 2016",1.131,3.2 and up
7789,DK Murali,SOCIAL,4.8,65,7.1,500+,Free,0.0,Teen,Social,"February 25, 2017",1.1.2,4.1 and up
7791,Chest Calculator for CR,FAMILY,3.9,14754,21.0,"1,000,000+",Free,0.0,Everyone 10+,Entertainment,"July 22, 2018",1.8.1,4.1 and up
7792,AE Gun Ball: arcade ball games,GAME,3.7,8581,12.0,"1,000,000+",Free,0.0,Everyone,Arcade,"December 13, 2013",1.0.2,2.2 and up
7794,AK-47 Sounds,FAMILY,3.9,656,2.9,"500,000+",Free,0.0,Everyone 10+,Entertainment,"September 14, 2016",2.0,2.3.3 and up
7795,Halalguur,DATING,4.3,6,9.0,100+,Free,0.0,Mature 17+,Dating,"July 26, 2018",3.7,4.0.3 and up
7796,codeSpark Academy & The Foos,FAMILY,4.1,4522,57.0,"500,000+",Free,0.0,Everyone,Educational;Education,"June 21, 2018",2.19.01,4.1 and up
7798,CF Climb,LIFESTYLE,1.5,2,3.0,100+,Free,0.0,Everyone,Lifestyle,"June 7, 2018",3.9.9.2,2.3 and up
7799,Arizona Mobile,FAMILY,4.3,285,6.2,"10,000+",Free,0.0,Everyone,Education,"November 7, 2017",4.7,4.1 and up
7803,Heart Surgery Emergency Doctor,FAMILY,4.1,2248,29.0,"100,000+",Free,0.0,Teen,Educational,"April 28, 2017",1.3,4.0 and up
7805,Fuzzy Seasons: Animal Forest,FAMILY,4.8,12137,63.0,"100,000+",Free,0.0,Everyone 10+,Simulation;Pretend Play,"August 6, 2018",149,4.1 and up
7806,BGCN TV,VIDEO_PLAYERS,3.4,4334,4.9,"100,000+",Free,0.0,Everyone,Video Players & Editors,"November 4, 2015",3.1.891,Varies with device
7808,Marked by King Bs,FAMILY,4.6,70335,58.0,"500,000+",Free,0.0,Teen,Simulation,"October 17, 2017",1.0.7,4.3 and up
7812,Medical terms (OFFLINE),MEDICAL,4.4,104,38.0,"1,000+",Paid,2.99,Teen,Medical,"May 24, 2018",3.2.0,4.1 and up
7813,G-Playlists,TOOLS,1.8,53,3.4,"1,000+",Paid,1.49,Everyone,Tools,"May 19, 2018",1.91,4.0.3 and up
7816,ADP Mobile Solutions,BUSINESS,4.3,85185,29.0,"5,000,000+",Free,0.0,Everyone,Business,"July 17, 2018",3.4.2,5.0 and up
7817,Lottery Driver- Florida Result,FAMILY,4.4,70,4.4,"5,000+",Free,0.0,Teen,Entertainment,"April 16, 2017",2.5,4.1 and up
7818,Crypto Tracker by BitScreener,FINANCE,4.7,396,12.0,"10,000+",Free,0.0,Everyone,Finance,"August 5, 2018",3.1.5,5.0 and up
7819,Where's My Water?,FAMILY,4.7,188740,69.0,"1,000,000+",Paid,1.99,Everyone,Puzzle;Brain Games,"July 5, 2018",1.16.0,4.2 and up
7820,Om Waleed Sweets,FOOD_AND_DRINK,4.6,556,23.0,"100,000+",Free,0.0,Teen,Food & Drink,"January 25, 2018",2.0,4.0 and up
7821,Live Talk - Free Text and Video Chat,DATING,4.6,185,5.0,"10,000+",Free,0.0,Mature 17+,Dating,"July 16, 2018",8.2,4.0.3 and up
7822,"letgo: Buy & Sell Used Stuff, Cars & Real Estate",SHOPPING,4.5,972256,20.0,"50,000,000+",Free,0.0,Teen,Shopping,"August 2, 2018",2.4.8,4.1 and up
7825,Ultimate Tennis,SPORTS,4.3,183004,100.0,"10,000,000+",Free,0.0,Everyone,Sports,"July 19, 2018",2.29.3118,4.0.3 and up
7826,Monefy - Money Manager,FINANCE,4.6,111254,7.4,"1,000,000+",Free,0.0,Everyone,Finance,"July 3, 2018",1.8.9,4.0 and up
7828,Hole.io,GAME,4.2,145353,85.0,"10,000,000+",Free,0.0,Teen,Arcade,"July 24, 2018",1.3.1,4.1 and up
7829,Analog Clock AW Plus-7,TOOLS,4.2,725,3.0,"100,000+",Free,0.0,Everyone,Tools,"March 14, 2018",2.0,4.3 and up
7830,Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,172460,3.1,"5,000,000+",Free,0.0,Mature 17+,Dating,"August 4, 2018",1.639,4.0 and up
7832,Adult Dating - AdultFinder,DATING,3.3,1601,3.8,"500,000+",Free,0.0,Mature 17+,Dating,"February 1, 2017",1.5,4.1 and up
7833,"DataCamp - Learn R, Python & SQL",FAMILY,4.4,944,12.0,"100,000+",Free,0.0,Everyone,Education,"August 1, 2018",3.1.0,4.1 and up
7834,"Vietnam Today - Read online newspapers, the hottest news 24h",NEWS_AND_MAGAZINES,4.2,21147,9.0,"5,000,000+",Free,0.0,Teen,News & Magazines,"August 6, 2018",2.2.1,4.0.3 and up
7837,Western Union US - Send Money Transfers Quickly,FINANCE,4.5,80904,16.0,"5,000,000+",Free,0.0,Everyone,Finance,"July 5, 2018",5.7,4.1 and up
7840,Dialysis of Drugs,MEDICAL,2.9,92,1.5,"10,000+",Free,0.0,Everyone,Medical,"June 15, 2018",3.1-2018 – (13),4.0 and up
7841,Remote EX for NISSAN,COMMUNICATION,2.3,223,1.0,"5,000+",Paid,1.49,Everyone,Communication,"July 26, 2014",1.3,3.0 and up
7842,BR Video Player,VIDEO_PLAYERS,4.0,46,3.1,"5,000+",Free,0.0,Everyone,Video Players & Editors,"April 20, 2015",1.0.6,3.0 and up
7844,Lock 'n' Roll Pro - Ad Free,GAME,4.6,169,13.0,"1,000+",Paid,0.99,Everyone,Card,"July 1, 2015",4.0.5,2.3.3 and up
7845,Bsc Agri Notes,FAMILY,4.5,301,5.6,"10,000+",Free,0.0,Everyone,Education,"July 1, 2018",1.0,4.1 and up
7846,First Hawaiian Bank Mobile,FINANCE,2.1,232,29.0,"10,000+",Free,0.0,Everyone,Finance,"May 9, 2018",18.1.79,5.0 and up
7850,BJ's Bingo & Gaming Casino,GAME,4.5,501,65.0,"10,000+",Free,0.0,Teen,Casino,"July 26, 2018",5.0.1.3,4.3 and up
7851,KLM - Royal Dutch Airlines,TRAVEL_AND_LOCAL,3.7,7705,40.0,"1,000,000+",Free,0.0,Everyone,Travel & Local,"August 6, 2018",9.7.1,4.1 and up
7852,Do I Snore or Grind,MEDICAL,4.4,2295,19.0,"100,000+",Free,0.0,Everyone,Medical,"July 9, 2018",0.3.1,5.0 and up
7853,Aquarium Co-Op Podcast,LIFESTYLE,4.9,206,3.9,"1,000+",Free,0.0,Everyone,Lifestyle,"June 20, 2017",2.3.13,4.2 and up
7854,Hey AJ! It's Saturday!,BOOKS_AND_REFERENCE,5.0,12,50.0,100+,Paid,3.99,Everyone,Books & Reference,"June 13, 2016",1.0.0,2.2 and up
7855,Bx Thailand Alert (Bitcoin),FINANCE,4.7,3,8.2,100+,Free,0.0,Everyone,Finance,"February 5, 2018",1.0.2,4.2 and up
7856,Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,37053,44.0,"1,000,000+",Free,0.0,Mature 17+,Dating,"August 3, 2018",4.4B,4.1 and up
7857,ARY NEWS URDU,NEWS_AND_MAGAZINES,4.4,1071,9.7,"500,000+",Free,0.0,Everyone,News & Magazines,"July 25, 2018",5.8.0,4.1 and up
7858,"AC Air condition Troubleshoot,Repair,Maintenance",BOOKS_AND_REFERENCE,4.2,27,3.1,"5,000+",Free,0.0,Everyone,Books & Reference,"February 7, 2018",1.1,4.0 and up
7860,AJ Styles Wallpaper 2018 - AJ Styles HD Wallpaper,ART_AND_DESIGN,4.0,18,3.6,"1,000+",Free,0.0,Everyone,Art & Design,"March 22, 2018",1.1,4.0 and up
7862,SonicCloud: Hearing App,MEDICAL,4.4,15,39.0,"1,000+",Free,0.0,Everyone,Medical,"July 19, 2018",1.16.0,4.1 and up
7864,BN Pro White Text,LIBRARIES_AND_DEMO,4.4,50,0.494140625,"5,000+",Free,0.0,Everyone,Libraries & Demo,"February 5, 2017",2.3.2,1.6 and up
7866,Sword of Chaos - Lame du Chaos,GAME,4.5,23599,96.0,"100,000+",Free,0.0,Teen,Action,"June 1, 2018",11.0.2,4.0 and up
7868,Banfield Pet Health Tracker,MEDICAL,4.2,1747,5.9,"100,000+",Free,0.0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up
7869,FD Community FCU Mobile,FINANCE,4.7,175,12.0,"1,000+",Free,0.0,Everyone,Finance,"June 12, 2018",5.9.1.0,5.0 and up
7871,Does not Commute,GAME,4.0,154108,78.0,"5,000,000+",Free,0.0,Everyone,Racing,"October 13, 2015",1.4.2,2.3 and up
7872,HD Themes Volvo FH Trucks,PERSONALIZATION,4.4,40,13.0,"5,000+",Free,0.0,Teen,Personalization,"June 21, 2016",1.0,2.3.3 and up
7874,weight conversion calculator,TOOLS,4.0,807,1.8,"100,000+",Free,0.0,Everyone,Tools,"May 18, 2018",20180517,2.3 and up
7875,live Point,MEDICAL,3.6,54,17.0,"5,000+",Free,0.0,Mature 17+,Medical,"July 3, 2018",2.6.5,4.1 and up
7876,Sygic Truck GPS Navigation,TRAVEL_AND_LOCAL,4.2,18294,28.0,"1,000,000+",Free,0.0,Everyone,Travel & Local,"August 2, 2018",13.8.3,4.0 and up
7878,CALIOPE EU: Air Quality,HEALTH_AND_FITNESS,3.9,21,2.2,"1,000+",Free,0.0,Everyone,Health & Fitness,"October 30, 2015",1.1.2,4.0 and up
7879,Shopfully - Weekly Ads & Deals,SHOPPING,4.4,279428,16.0,"10,000,000+",Free,0.0,Everyone,Shopping,"August 3, 2018",6.4.2,4.4 and up
7880,Toy Pop Cubes,FAMILY,4.5,5761,21.0,"1,000,000+",Free,0.0,Everyone,Casual;Brain Games,"July 4, 2018",1.8.3181,4.0.3 and up
7882,P Launcher for Android™ 9.0,PERSONALIZATION,3.9,35,6.3,"5,000+",Free,0.0,Everyone,Personalization,"July 1, 2018",0.9.3,5.0 and up
7883,Puzzle Kids - Animals Shapes and Jigsaw Puzzles,FAMILY,4.6,1109,52.0,"1,000,000+",Free,0.0,Everyone,Educational;Brain Games,"July 18, 2018",1.0.6,4.1 and up
7884,Plastic Surgery Surgeon Simulator Er Doctor Games,FAMILY,3.7,3482,37.0,"500,000+",Free,0.0,Everyone,Casual,"August 7, 2018",1.6,4.4 and up
7885,bitcoin exchange bx thailand,FINANCE,2.9,19,2.2,"5,000+",Free,0.0,Everyone,Finance,"June 26, 2017",1.6,4.4 and up
7886,ER Assist,PRODUCTIVITY,5.0,3,28.0,10+,Free,0.0,Everyone,Productivity,"December 6, 2016",0.1.7,4.1 and up
7888,ES App Locker,TOOLS,4.3,32207,3.4,"1,000,000+",Free,0.0,Everyone,Tools,"August 16, 2017",1.1.8.2,2.1 and up
7890,+Download 4 Instagram Twitter,SOCIAL,4.5,40467,22.0,"1,000,000+",Free,0.0,Everyone,Social,"August 2, 2018",5.03,4.1 and up
7891,"Selfie Camera: Beauty Camera, Photo Editor,Collage",PHOTOGRAPHY,4.7,31985,9.1,"1,000,000+",Free,0.0,Everyone,Photography,"August 6, 2018",1.7.14,4.2 and up
